37.709729,-121.747363
37.777674,-122.215211
38.008321,-121.864673
38.008321,-121.864673
38.011357,-121.828394
38.279305,-122.03402
37.696029,-122.066345
37.696029,-122.066345
37.895701,-122.304289
38.008321,-121.864673
37.7593,-122.4836
37.7786,-122.4892
37.784733,-122.41613
37.782685,-122.410571
37.774836,-122.423315
37.743317,-122.476122
37.795407,-122.425246
37.717877,-122.464685
37.329686,-121.962786
37.260791,-121.806638
37.338858,-121.882281
37.251459,-121.900572
37.250843,-121.913166
37.309039,-121.913866
37.294642,-121.915369
37.1353,-121.6501
37.361835,-121.854429
37.359185,-121.998912
38.4432,-122.7547
38.314539,-122.302457
38.179317,-122.256082
38.250616,-122.619896
38.347,-122.6941
38.438412,-122.74279
38.458303,-122.732585
38.079176,-122.534466
37.908338,-122.548868
37.6574,-122.4235
37.479027,-122.234538
37.388986,-122.093594
37.586656,-122.348664
37.442238,-122.159275
37.39584,-122.092373
37.395728,-122.092104
37.427953,-122.134074
37.427953,-122.134074
37.4443,-122.1497
